Census year,Block ID,Property ID,Base property ID,CLUE small area,Business address,Industry (ANZSIC4) code,Industry (ANZSIC4) description,x coordinate,y coordinate,Location
2018,1,108843,108843,Melbourne (CBD),92 Rebecca Walk MELBOURNE 3000,4512,Takeaway Food Services,144.9575,-37.8211,"(-37.8211, 144.9575)"
2018,1,611393,611393,Melbourne (CBD),"Part Ground , 525 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9572,-37.8209,"(-37.8209, 144.9572)"
2018,1,611394,611394,Melbourne (CBD),Part 557 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9565,-37.821,"(-37.821, 144.9565)"
2018,1,611394,611394,Melbourne (CBD),547 Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9565,-37.821,"(-37.821, 144.9565)"
2018,1,611394,611394,Melbourne (CBD),553 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9565,-37.821,"(-37.821, 144.9565)"
2018,1,611394,611394,Melbourne (CBD),551 Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9565,-37.821,"(-37.821, 144.9565)"
2018,1,611395,611395,Melbourne (CBD),563 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9558,-37.8211,"(-37.8211, 144.9558)"
2018,4,104034,104034,Melbourne (CBD),Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9653,-37.8187,"(-37.8187, 144.9653)"
2018,4,104034,104034,Melbourne (CBD),Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9653,-37.8187,"(-37.8187, 144.9653)"
2018,4,104034,104034,Melbourne (CBD),Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9653,-37.8187,"(-37.8187, 144.9653)"
2018,4,104034,104034,Melbourne (CBD),289 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9653,-37.8187,"(-37.8187, 144.9653)"
2018,4,104034,104034,Melbourne (CBD),287-361 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9653,-37.8187,"(-37.8187, 144.9653)"
2018,4,104034,104034,Melbourne (CBD),Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9653,-37.8187,"(-37.8187, 144.9653)"
2018,4,104034,104034,Melbourne (CBD),"Suite 30, Ground , 207-361 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9653,-37.8187,"(-37.8187, 144.9653)"
2018,4,104034,104034,Melbourne (CBD),Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9653,-37.8187,"(-37.8187, 144.9653)"
2018,4,104034,104034,Melbourne (CBD),Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9653,-37.8187,"(-37.8187, 144.9653)"
2018,4,104034,104034,Melbourne (CBD),Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9653,-37.8187,"(-37.8187, 144.9653)"
2018,4,104034,104034,Melbourne (CBD),2 Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9653,-37.8187,"(-37.8187, 144.9653)"
2018,4,104034,104034,Melbourne (CBD),"Shop 17, Part 0-0 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9653,-37.8187,"(-37.8187, 144.9653)"
2018,4,104034,104034,Melbourne (CBD),Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9653,-37.8187,"(-37.8187, 144.9653)"
2018,5,101345,101345,Melbourne (CBD),"Kiosk 12,  Flinders Street MELBOURNE 3000",4512,Takeaway Food Services,,,
2018,6,110655,110655,Melbourne (CBD),"Vault , 15-19 Princes Walk MELBOURNE 3000",4511,Cafes and Restaurants,144.969,-37.8187,"(-37.8187, 144.969)"
2018,6,110655,110655,Melbourne (CBD),"Vault , Part 1-9 Princes Walk MELBOURNE 3000",4512,Takeaway Food Services,144.969,-37.8187,"(-37.8187, 144.969)"
2018,6,110655,110655,Melbourne (CBD),"Vault , Part 1-9 Princes Walk MELBOURNE 3000",4511,Cafes and Restaurants,144.969,-37.8187,"(-37.8187, 144.969)"
2018,6,578319,573333,Melbourne (CBD),"Tenancy 22, 2 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9705,-37.8178,"(-37.8178, 144.9705)"
2018,6,578319,573333,Melbourne (CBD),"Tenancy 8, 2 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9705,-37.8178,"(-37.8178, 144.9705)"
2018,6,578320,573333,Melbourne (CBD),"Tenancy 3, 2 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9705,-37.8178,"(-37.8178, 144.9705)"
2018,6,578320,573333,Melbourne (CBD),"Tenancy 4, 2 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9705,-37.8178,"(-37.8178, 144.9705)"
2018,6,578323,573333,Melbourne (CBD),"Tenancy 30, 2 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9705,-37.8178,"(-37.8178, 144.9705)"
2018,6,578324,573333,Melbourne (CBD),"Tenancy 29, Level 1, 2 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9705,-37.8178,"(-37.8178, 144.9705)"
2018,6,578325,573333,Melbourne (CBD),"Tenancy 26, 2 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9705,-37.8178,"(-37.8178, 144.9705)"
2018,6,578325,573333,Melbourne (CBD),"Tenancy 25, 2 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9705,-37.8178,"(-37.8178, 144.9705)"
2018,11,103957,103957,Melbourne (CBD),28 Flinders Lane MELBOURNE 3000,4512,Takeaway Food Services,144.9567,-37.8199,"(-37.8199, 144.9567)"
2018,11,103957,103957,Melbourne (CBD),"Suite 1, Ground , 535 Flinders Lane MELBOURNE 3000",4512,Takeaway Food Services,144.9567,-37.8199,"(-37.8199, 144.9567)"
2018,11,103957,103957,Melbourne (CBD),26 Flinders Lane MELBOURNE 3000,4512,Takeaway Food Services,144.9567,-37.8199,"(-37.8199, 144.9567)"
2018,11,103957,103957,Melbourne (CBD),18 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,144.9567,-37.8199,"(-37.8199, 144.9567)"
2018,11,103957,103957,Melbourne (CBD),"Shop , Ground , 517 Flinders Lane MELBOURNE 3000",4512,Takeaway Food Services,144.9567,-37.8199,"(-37.8199, 144.9567)"
2018,11,103957,103957,Melbourne (CBD),22 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,144.9567,-37.8199,"(-37.8199, 144.9567)"
2018,11,103957,103957,Melbourne (CBD),"Shop , Ground , 517 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9567,-37.8199,"(-37.8199, 144.9567)"
2018,11,103984,103984,Melbourne (CBD),566 Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9553,-37.8207,"(-37.8207, 144.9553)"
2018,11,103987,103987,Melbourne (CBD),"Unit 1, 8 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,144.956,-37.8204,"(-37.8204, 144.956)"
2018,11,103988,103988,Melbourne (CBD),"Shop 3, Ground , 546 Flinders Street MELBOURNE 3000",4512,Takeaway Food Services,144.9561,-37.8205,"(-37.8205, 144.9561)"
2018,11,103988,103988,Melbourne (CBD),"Shop 2, Ground , 546 Flinders Street MELBOURNE 3000",4512,Takeaway Food Services,144.9561,-37.8205,"(-37.8205, 144.9561)"
2018,11,103990,103990,Melbourne (CBD),"Rear Ground , 524-528 Flinders Street MELBOURNE 3000",4512,Takeaway Food Services,144.9568,-37.8203,"(-37.8203, 144.9568)"
2018,11,559405,559405,Melbourne (CBD),Part 547 Flinders Lane MELBOURNE 3000,4512,Takeaway Food Services,144.9558,-37.82,"(-37.82, 144.9558)"
2018,11,559405,559405,Melbourne (CBD),Part 547 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,144.9558,-37.82,"(-37.82, 144.9558)"
2018,12,103955,103955,Melbourne (CBD),"Ground , 485 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9581,-37.8194,"(-37.8194, 144.9581)"
2018,12,103956,103956,Melbourne (CBD),"Ground , 487 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9577,-37.8194,"(-37.8194, 144.9577)"
2018,12,103996,103996,Melbourne (CBD),490 Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,144.958,-37.82,"(-37.82, 144.958)"
2018,12,103997,103997,Melbourne (CBD),"Shop 1, Ground , 474 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9583,-37.8197,"(-37.8197, 144.9583)"
2018,12,103998,103998,Melbourne (CBD),452 Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9586,-37.8195,"(-37.8195, 144.9586)"
2018,12,103998,103998,Melbourne (CBD),452 Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9586,-37.8195,"(-37.8195, 144.9586)"
2018,12,103999,103999,Melbourne (CBD),"Restaurant , 1 William Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9595,-37.8194,"(-37.8194, 144.9595)"
2018,12,105399,105399,Melbourne (CBD),"Part Ground , 26 King Street MELBOURNE 3000",4512,Takeaway Food Services,144.9575,-37.8195,"(-37.8195, 144.9575)"
2018,12,105399,105399,Melbourne (CBD),"Basement , 26 King Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9575,-37.8195,"(-37.8195, 144.9575)"
2018,12,105402,105402,Melbourne (CBD),10 King Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9576,-37.8199,"(-37.8199, 144.9576)"
2018,12,110091,110091,Melbourne (CBD),"Shop 3, 15 William Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9592,-37.8193,"(-37.8193, 144.9592)"
2018,12,110091,110091,Melbourne (CBD),"Shop 2, 15 William Street MELBOURNE 3000",4512,Takeaway Food Services,144.9592,-37.8193,"(-37.8193, 144.9592)"
2018,12,110091,110091,Melbourne (CBD),"Shop 6, 15 William Street MELBOURNE 3000",4512,Takeaway Food Services,144.9592,-37.8193,"(-37.8193, 144.9592)"
2018,13,103954,103954,Melbourne (CBD),"Shop 3, 387 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9614,-37.8183,"(-37.8183, 144.9614)"
2018,13,103954,103954,Melbourne (CBD),"Shop 1, 381 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9614,-37.8183,"(-37.8183, 144.9614)"
2018,13,104002,104002,Melbourne (CBD),"Shop 1, Ground , 376-388 Flinders Street MELBOURNE 3000",4512,Takeaway Food Services,144.9615,-37.8188,"(-37.8188, 144.9615)"
2018,13,106435,106435,Melbourne (CBD),405-31 Market Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9604,-37.8186,"(-37.8186, 144.9604)"
2018,13,106438,106438,Melbourne (CBD),"Part Ground , 389 Market Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9611,-37.8185,"(-37.8185, 144.9611)"
2018,13,108060,108060,Melbourne (CBD),"Part Ground , 31 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9618,-37.8182,"(-37.8182, 144.9618)"
2018,13,110151,110151,Melbourne (CBD),"Part Ground , 22 William Street MELBOURNE 3000",4511,Cafes and Restaurants,144.96,-37.8188,"(-37.8188, 144.96)"
2018,14,103165,103165,Melbourne (CBD),"Unit 3, Ground , 1 Elizabeth Street MELBOURNE 3000",4512,Takeaway Food Services,144.9646,-37.8181,"(-37.8181, 144.9646)"
2018,14,103165,103165,Melbourne (CBD),290 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9646,-37.8181,"(-37.8181, 144.9646)"
2018,14,103166,103166,Melbourne (CBD),7 Elizabeth Street MELBOURNE 3000,4512,Takeaway Food Services,144.9646,-37.8179,"(-37.8179, 144.9646)"
2018,14,103166,103166,Melbourne (CBD),7A Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9646,-37.8179,"(-37.8179, 144.9646)"
2018,14,103167,103167,Melbourne (CBD),11-15 Elizabeth Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9645,-37.8178,"(-37.8178, 144.9645)"
2018,14,103168,103168,Melbourne (CBD),"Shop , Ground , 17-19 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9644,-37.8177,"(-37.8177, 144.9644)"
2018,14,103171,103171,Melbourne (CBD),"Ground , 27-29 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9644,-37.8175,"(-37.8175, 144.9644)"
2018,14,103172,103172,Melbourne (CBD),"Shop 2, Part 35-39 Elizabeth Street MELBOURNE 3000",4512,Takeaway Food Services,144.9643,-37.8174,"(-37.8174, 144.9643)"
2018,14,103172,103172,Melbourne (CBD),"Shop 5, 35 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9643,-37.8174,"(-37.8174, 144.9643)"
2018,14,103948,103948,Melbourne (CBD),"Part Ground , 325 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9635,-37.8178,"(-37.8178, 144.9635)"
2018,14,103950,103950,Melbourne (CBD),"Part Ground , 335 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9632,-37.8178,"(-37.8178, 144.9632)"
2018,14,103953,103953,Melbourne (CBD),"Ground , 353 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9627,-37.8179,"(-37.8179, 144.9627)"
2018,14,104003,104003,Melbourne (CBD),"Shop 2, Ground , 2 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9627,-37.8186,"(-37.8186, 144.9627)"
2018,14,104003,104003,Melbourne (CBD),"Suite 1004, Level 10, 2-0 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9627,-37.8186,"(-37.8186, 144.9627)"
2018,14,104003,104003,Melbourne (CBD),"Shop 5, Ground , 2 Queen Street MELBOURNE 3000",4512,Takeaway Food Services,144.9627,-37.8186,"(-37.8186, 144.9627)"
2018,14,104006,104006,Melbourne (CBD),"Part Basement , 328-332 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9636,-37.8182,"(-37.8182, 144.9636)"
2018,14,104007,104007,Melbourne (CBD),"Shop 1, Ground , 300 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,144.964,-37.8181,"(-37.8181, 144.964)"
2018,14,104008,104008,Melbourne (CBD),298 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9644,-37.8181,"(-37.8181, 144.9644)"
2018,14,104008,104008,Melbourne (CBD),294 Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9644,-37.8181,"(-37.8181, 144.9644)"
2018,14,108114,108114,Melbourne (CBD),"Shop 3, Ground , 34 Queen Street MELBOURNE 3000",4512,Takeaway Food Services,144.9624,-37.818,"(-37.818, 144.9624)"
2018,14,108114,108114,Melbourne (CBD),"Shop 2, Ground , 34 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9624,-37.818,"(-37.818, 144.9624)"
2018,14,108115,108115,Melbourne (CBD),"Basement , 21-27 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9625,-37.8182,"(-37.8182, 144.9625)"
2018,14,108116,108116,Melbourne (CBD),"Unit 1, 18 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9626,-37.8183,"(-37.8183, 144.9626)"
2018,14,108117,108117,Melbourne (CBD),"Kiosk , Lobby , 10-16 Queen Street MELBOURNE 3000",4512,Takeaway Food Services,144.9626,-37.8184,"(-37.8184, 144.9626)"
2018,15,103326,103326,Melbourne (CBD),"Shop 3, 289 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9649,-37.8172,"(-37.8172, 144.9649)"
2018,15,103326,103326,Melbourne (CBD),36 Flinders Lane MELBOURNE 3000,4512,Takeaway Food Services,144.9649,-37.8172,"(-37.8172, 144.9649)"
2018,15,103326,103326,Melbourne (CBD),"Shop 7, 289 Flinders Lane MELBOURNE 3000",4512,Takeaway Food Services,144.9649,-37.8172,"(-37.8172, 144.9649)"
2018,15,103327,103327,Melbourne (CBD),"Part Level 1, 28 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9649,-37.8173,"(-37.8173, 144.9649)"
2018,15,103327,103327,Melbourne (CBD),"Shop 2, 28 Elizabeth Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9649,-37.8173,"(-37.8173, 144.9649)"
2018,15,103327,103327,Melbourne (CBD),"Shop 1, Ground , 28 Elizabeth Street MELBOURNE 3000",4512,Takeaway Food Services,144.9649,-37.8173,"(-37.8173, 144.9649)"
2018,15,103328,103328,Melbourne (CBD),"Shop 11, 278 Flinders Street MELBOURNE 3000",4512,Takeaway Food Services,144.9651,-37.8176,"(-37.8176, 144.9651)"
2018,15,103328,103328,Melbourne (CBD),4 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9651,-37.8176,"(-37.8176, 144.9651)"
2018,15,103328,103328,Melbourne (CBD),Part 26 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9651,-37.8176,"(-37.8176, 144.9651)"
2018,15,103328,103328,Melbourne (CBD),20 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9651,-37.8176,"(-37.8176, 144.9651)"
2018,15,103328,103328,Melbourne (CBD),282 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9651,-37.8176,"(-37.8176, 144.9651)"
2018,15,103328,103328,Melbourne (CBD),6 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9651,-37.8176,"(-37.8176, 144.9651)"
2018,15,103328,103328,Melbourne (CBD),2 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9651,-37.8176,"(-37.8176, 144.9651)"
2018,15,103939,103939,Melbourne (CBD),"Shop 2, 237 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9664,-37.8168,"(-37.8168, 144.9664)"
2018,15,103940,103940,Melbourne (CBD),7 Flinders Lane MELBOURNE 3000,4512,Takeaway Food Services,144.9663,-37.8169,"(-37.8169, 144.9663)"
2018,15,103940,103940,Melbourne (CBD),5 Flinders Lane MELBOURNE 3000,4512,Takeaway Food Services,144.9663,-37.8169,"(-37.8169, 144.9663)"
2018,15,103941,103941,Melbourne (CBD),"Part Ground , 247-251 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9662,-37.817,"(-37.817, 144.9662)"
2018,15,103942,103942,Melbourne (CBD),36-38 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,144.9659,-37.8171,"(-37.8171, 144.9659)"
2018,15,103942,103942,Melbourne (CBD),34 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,144.9659,-37.8171,"(-37.8171, 144.9659)"
2018,15,103942,103942,Melbourne (CBD),Part 253-265 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,144.9659,-37.8171,"(-37.8171, 144.9659)"
2018,15,103943,103943,Melbourne (CBD),23-25 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,144.9655,-37.8171,"(-37.8171, 144.9655)"
2018,15,103943,103943,Melbourne (CBD),33-35 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,144.9655,-37.8171,"(-37.8171, 144.9655)"
2018,15,103943,103943,Melbourne (CBD),27-31 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,144.9655,-37.8171,"(-37.8171, 144.9655)"
2018,15,103943,103943,Melbourne (CBD),37 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,144.9655,-37.8171,"(-37.8171, 144.9655)"
2018,15,103943,103943,Melbourne (CBD),275 Flinders Lane MELBOURNE 3000,4512,Takeaway Food Services,144.9655,-37.8171,"(-37.8171, 144.9655)"
2018,15,103943,103943,Melbourne (CBD),271-273 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,144.9655,-37.8171,"(-37.8171, 144.9655)"
2018,15,104009,104009,Melbourne (CBD),"Part Ground , 270 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9653,-37.8177,"(-37.8177, 144.9653)"
2018,15,104010,104010,Melbourne (CBD),Part 7 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9656,-37.8176,"(-37.8176, 144.9656)"
2018,15,104010,104010,Melbourne (CBD),11 Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9656,-37.8176,"(-37.8176, 144.9656)"
2018,15,104010,104010,Melbourne (CBD),13 Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9656,-37.8176,"(-37.8176, 144.9656)"
2018,15,104010,104010,Melbourne (CBD),258 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.9656,-37.8176,"(-37.8176, 144.9656)"
2018,15,104010,104010,Melbourne (CBD),15 Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9656,-37.8176,"(-37.8176, 144.9656)"
2018,15,104011,104011,Melbourne (CBD),12 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.966,-37.8175,"(-37.8175, 144.966)"
2018,15,104011,104011,Melbourne (CBD),8 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.966,-37.8175,"(-37.8175, 144.966)"
2018,15,104011,104011,Melbourne (CBD),20 Flinders Street MELBOURNE 3000,4512,Takeaway Food Services,144.966,-37.8175,"(-37.8175, 144.966)"
2018,15,104011,104011,Melbourne (CBD),16 Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,144.966,-37.8175,"(-37.8175, 144.966)"
2018,15,104013,104013,Melbourne (CBD),238A Flinders Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9664,-37.8172,"(-37.8172, 144.9664)"
2018,15,109258,109258,Melbourne (CBD),9-11 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9669,-37.8172,"(-37.8172, 144.9669)"
2018,15,109260,109260,Melbourne (CBD),15-19 Swanston Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9668,-37.8171,"(-37.8171, 144.9668)"
2018,15,109263,109263,Melbourne (CBD),"Room 418, Level 4, 37 Swanston Street MELBOURNE 3000",4512,Takeaway Food Services,144.9667,-37.8167,"(-37.8167, 144.9667)"
2018,15,109263,109263,Melbourne (CBD),"Shop 2, Part Ground , 37 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9667,-37.8167,"(-37.8167, 144.9667)"
2018,15,109263,109263,Melbourne (CBD),"Room 504, Level 5, 37-41 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9667,-37.8167,"(-37.8167, 144.9667)"
2018,15,109263,109263,Melbourne (CBD),"Shop 9, Ground , 37 Swanston Street MELBOURNE 3000",4512,Takeaway Food Services,144.9667,-37.8167,"(-37.8167, 144.9667)"
2018,15,109263,109263,Melbourne (CBD),"Shop 3, Ground , 37 Swanston Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9667,-37.8167,"(-37.8167, 144.9667)"
2018,16,103935,103935,Melbourne (CBD),175-177 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,144.9687,-37.8162,"(-37.8162, 144.9687)"
2018,16,103938,103938,Melbourne (CBD),"Unit 2, UprGround , 187 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9684,-37.8164,"(-37.8164, 144.9684)"
2018,16,103938,103938,Melbourne (CBD),"Unit 1, LwrGround , 187 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9684,-37.8164,"(-37.8164, 144.9684)"
2018,16,104017,104017,Melbourne (CBD),"Part Ground , 196 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9681,-37.8167,"(-37.8167, 144.9681)"
2018,16,104019,104019,Melbourne (CBD),"Shop 3, 164 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9691,-37.8167,"(-37.8167, 144.9691)"
2018,16,104019,104019,Melbourne (CBD),"Shop 1, 170 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9691,-37.8167,"(-37.8167, 144.9691)"
2018,16,104019,104019,Melbourne (CBD),"Shop 5, 1 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9691,-37.8167,"(-37.8167, 144.9691)"
2018,16,104930,104930,Melbourne (CBD),3-5 Hosier Lane MELBOURNE 3000,4511,Cafes and Restaurants,144.969,-37.8165,"(-37.8165, 144.969)"
2018,16,108532,108532,Melbourne (CBD),"Basement , 31 Russell Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9692,-37.816,"(-37.816, 144.9692)"
2018,16,110761,110760,Melbourne (CBD),"Shop , Rear 199 Flinders Lane MELBOURNE 3000",4512,Takeaway Food Services,144.9677,-37.8168,"(-37.8168, 144.9677)"
2018,17,103591,103591,Melbourne (CBD),"Shop 1, 80 Exhibition Street MELBOURNE 3000",4512,Takeaway Food Services,144.972,-37.8158,"(-37.8158, 144.972)"
2018,17,103591,103591,Melbourne (CBD),"Shop 4, 9 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,144.972,-37.8158,"(-37.8158, 144.972)"
2018,17,103592,103592,Melbourne (CBD),"Level 2, 11 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9717,-37.8155,"(-37.8155, 144.9717)"
2018,17,103592,103592,Melbourne (CBD),"Part Level 1, 11 Exhibition Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9717,-37.8155,"(-37.8155, 144.9717)"
2018,17,103592,103592,Melbourne (CBD),83 Exhibition Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9717,-37.8155,"(-37.8155, 144.9717)"
2018,17,103592,103592,Melbourne (CBD),2 Exhibition Street MELBOURNE 3000,4511,Cafes and Restaurants,144.9717,-37.8155,"(-37.8155, 144.9717)"
2018,17,103920,103920,Melbourne (CBD),"Part Level 1, 87 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9714,-37.8154,"(-37.8154, 144.9714)"
2018,17,103920,103920,Melbourne (CBD),"Part Gnd & Bmt , 87 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9714,-37.8154,"(-37.8154, 144.9714)"
2018,17,103921,103921,Melbourne (CBD),91 Flinders Lane MELBOURNE 3000,4511,Cafes and Restaurants,144.9712,-37.8155,"(-37.8155, 144.9712)"
2018,17,103923,103923,Melbourne (CBD),"Ground , 103 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.971,-37.8156,"(-37.8156, 144.971)"
2018,17,103924,103924,Melbourne (CBD),"Ground , 107 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9708,-37.8156,"(-37.8156, 144.9708)"
2018,17,103925,103925,Melbourne (CBD),"Unit 1, Gnd & Bmt , 121 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9705,-37.8157,"(-37.8157, 144.9705)"
2018,17,103926,103926,Melbourne (CBD),"Gnd & Mezz , 125 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9704,-37.8157,"(-37.8157, 144.9704)"
2018,17,103928,103928,Melbourne (CBD),"Ground , 135 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9702,-37.8157,"(-37.8157, 144.9702)"
2018,17,103929,103929,Melbourne (CBD),"Basement , 137-139 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.97,-37.8157,"(-37.8157, 144.97)"
2018,17,103930,103930,Melbourne (CBD),"Basement , 141-143 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,144.9699,-37.8158,"(-37.8158, 144.9699)"
2018,17,104021,104021,Melbourne (CBD),"Level 2, 142-148 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,144.9701,-37.8164,"(-37.8164, 144.9701)"
